Date,Open,High,Low,Close,Adjsutment close,Volume
09-09-1987,-0.004212542,-0.003232953,-0.004156228,-0.003059244,-0.004078226,-0.166072173
10-09-1987,-0.002878788,-0.00256978,-0.002527454,-0.002614242,-0.003674856,-0.228874224
11-09-1987,-0.002545312,-0.002127647,-0.002695937,-0.002280528,-0.003372402,-0.283826019
14-09-1987,-0.002211886,-0.002238168,-0.002695937,-0.002948006,-0.003977427,-0.432470623
15-09-1987,-0.00298993,-0.003232953,-0.003257599,-0.003504196,-0.004481538,-0.352908275
16-09-1987,-0.00354564,-0.003398734,-0.003369921,-0.003504196,-0.004481538,-0.13074602
17-09-1987,-0.003434498,-0.003564515,-0.003482244,-0.003392958,-0.004380739,-0.485420602
18-09-1987,-0.003434498,-0.003564515,-0.00331376,-0.003504196,-0.004481538,-0.469994848
21-09-1987,-0.00354564,-0.003343474,-0.003819211,-0.004171673,-0.005086563,-0.268125506
22-09-1987,-0.0041014,-0.0026803,-0.003819211,-0.002447385,-0.003523629,-0.181772686
23-09-1987,-0.002489741,-0.001906606,-0.002246597,-0.001946764,-0.003069889,0.172666389
24-09-1987,-0.001989552,-0.001077651,-0.001572613,-0.001390574,-0.00256572,-0.079719353
25-09-1987,-0.0013227,-0.001022391,-0.001011002,-0.000945573,-0.002162409,-0.346196305
28-09-1987,-0.000989224,-0.000690779,-0.001460291,-0.001724288,-0.002868233,-0.005141918
29-09-1987,-0.001656126,-0.001906606,-0.002021953,-0.002280528,-0.003372402,-0.118970635
30-09-1987,-0.00243417,-0.001464474,-0.002021953,-0.001390574,-0.00256572,-0.291676275
01-10-1987,-0.0013227,-0.000690779,-0.001011002,-0.000611859,-0.001859896,-0.311301916
02-10-1987,-0.000655798,-0.000690779,-0.000561662,-0.000500621,-0.001759039,-0.381326203
05-10-1987,-0.000544656,-0.000248696,-0.00044934,-0.000166857,-0.001456526,-0.248499865
06-10-1987,-0.000100038,-0.000359217,-0.001460291,-0.001724288,-0.002868233,-0.012992174
07-10-1987,-0.00187841,-0.002017127,-0.002021953,-0.001835526,-0.002969032,0.065510389
08-10-1987,-0.00187841,-0.001906606,-0.002471292,-0.002391766,-0.0034732,-0.142521404
09-10-1987,-0.00243417,-0.002127647,-0.002134275,-0.002447385,-0.003523629,-0.209248583
12-10-1987,-0.00243417,-0.00262504,-0.003145226,-0.002836768,-0.00387657,-0.020842431
13-10-1987,-0.002323028,-0.002459259,-0.002471292,-0.002280528,-0.003372402,-0.150371661
14-10-1987,-0.002656454,-0.002790821,-0.003032904,-0.002836768,-0.00387657,0.187189363
15-10-1987,-0.002878788,-0.00256978,-0.003145226,-0.003392958,-0.004380739,0.501199617
16-10-1987,-0.003323356,-0.003232953,-0.005054857,-0.005061627,-0.005893245,0.752407821
19-10-1987,-0.005101728,-0.005332946,-0.010446681,-0.010290161,-0.010632418,0.94866423
20-10-1987,-0.009436566,-0.008096161,-0.011738438,-0.011180115,-0.011439099,1.274449869
21-10-1987,-0.009436566,-0.008096161,-0.009323357,-0.008510254,-0.009019113,1.152770895
22-10-1987,-0.00910314,-0.008759335,-0.010221986,-0.010178923,-0.010531619,0.630728847
23-10-1987,-0.010659228,-0.010527765,-0.011008292,-0.010735163,-0.011035788,-0.024767559
26-10-1987,-0.011214938,-0.011190939,-0.013985035,-0.014072502,-0.0140608,0.379520644
27-10-1987,-0.013437928,-0.012406765,-0.013367212,-0.01307131,-0.013153261,0.878011923
28-10-1987,-0.012882168,-0.011743592,-0.01325489,-0.011625117,-0.011842411,0.748482693
29-10-1987,-0.01132608,-0.008980376,-0.011906972,-0.008955206,-0.009422425,0.442322695
30-10-1987,-0.008769664,-0.007654029,-0.009098712,-0.009344589,-0.009775366,0.756332949
02-11-1987,-0.009325424,-0.009201418,-0.009548052,-0.00928897,-0.009724938,-0.060093712
03-11-1987,-0.00965885,-0.00964355,-0.011008292,-0.010401399,-0.010733275,0.379520644
04-11-1987,-0.01077037,-0.010196203,-0.010783648,-0.010512637,-0.010834074,0.100836543
05-11-1987,-0.010436894,-0.009533029,-0.010109663,-0.009622683,-0.010027392,0.175413978
06-11-1987,-0.009547708,-0.009201418,-0.009772697,-0.009733921,-0.010128249,-0.064018841
09-11-1987,-0.010103468,-0.010085682,-0.010109663,-0.009956447,-0.010329964,0.018408851
10-11-1987,-0.010325752,-0.010085682,-0.010221986,-0.010401399,-0.010733275,0.092986287
11-11-1987,-0.009992326,-0.009754071,-0.009885019,-0.009956447,-0.010329964,-0.067943969
12-11-1987,-0.009436566,-0.008980376,-0.009154873,-0.00928897,-0.009724938,0.144012953
13-11-1987,-0.00910314,-0.009201418,-0.009772697,-0.009956447,-0.010329964,-0.177847558
16-11-1987,-0.009769992,-0.00964355,-0.009997341,-0.010178923,-0.010531619,-0.071869097
17-11-1987,-0.01021461,-0.010306724,-0.010671325,-0.010957639,-0.011206649,0.222515517
18-11-1987,-0.010659228,-0.010527765,-0.01089597,-0.010401399,-0.01070137,0.210740132
19-11-1987,-0.010325752,-0.010527765,-0.011120665,-0.011180115,-0.011408714,-0.079719353
20-11-1987,-0.011437272,-0.010748806,-0.011457632,-0.010735163,-0.011004526,0.159713466
23-11-1987,-0.01077037,-0.010638286,-0.010783648,-0.010401399,-0.01070137,-0.3781861
24-11-1987,-0.01021461,-0.009975112,-0.010165825,-0.010067685,-0.010398214,-0.028692687
25-11-1987,-0.010103468,-0.010306724,-0.010221986,-0.010290161,-0.010600338,-0.395692172
27-11-1987,-0.010436894,-0.010527765,-0.010783648,-0.010957639,-0.011206649,-0.471800407
30-11-1987,-0.011548414,-0.01141198,-0.012693278,-0.011847593,-0.012015083,0.740632436
01-12-1987,-0.011659556,-0.011633071,-0.011682277,-0.011736355,-0.011914051,-0.083644482
02-12-1987,-0.011770698,-0.011854112,-0.011794599,-0.012070069,-0.012217148,-0.221023968
03-12-1987,-0.01188184,-0.011909373,-0.013030245,-0.012960072,-0.013025641,0.399146285
04-12-1987,-0.013104502,-0.012848848,-0.013030245,-0.012848784,-0.01292455,0.136162697
07-12-1987,-0.012771026,-0.011964633,-0.012468583,-0.011847593,-0.012015083,-0.005141918
08-12-1987,-0.011659556,-0.011246199,-0.011457632,-0.011180115,-0.011408714,0.17148885
09-12-1987,-0.011214938,-0.010638286,-0.011176826,-0.010957639,-0.011206649,-0.091494738
10-12-1987,-0.011548414,-0.010748806,-0.011457632,-0.011068877,-0.011307681,0.249991414
11-12-1987,-0.011103796,-0.011301459,-0.01134531,-0.011402641,-0.011610895,-0.291676275
14-12-1987,-0.011214938,-0.010085682,-0.011008292,-0.009956447,-0.010297182,0.477648848
15-12-1987,-0.009769992,-0.009754071,-0.009772697,-0.009845209,-0.01019615,0.328493977
16-12-1987,-0.009769992,-0.009090897,-0.009660374,-0.009066494,-0.009488748,0.438397566
17-12-1987,-0.00854738,-0.008648814,-0.008761745,-0.009066494,-0.009488748,0.422697054
18-12-1987,-0.008991948,-0.008427723,-0.008761745,-0.008510254,-0.008983469,0.340269362
21-12-1987,-0.00854738,-0.008206682,-0.008312406,-0.007954014,-0.00847819,-0.060093712
22-12-1987,-0.00799162,-0.008206682,-0.008200083,-0.008065252,-0.008579222,-0.268125506
23-12-1987,-0.00799162,-0.007764599,-0.007863066,-0.007731538,-0.008276125,-0.118970635
24-12-1987,-0.007880478,-0.007654029,-0.007638421,-0.007564681,-0.008124547,-0.474390992
28-12-1987,-0.007769336,-0.00787512,-0.008649373,-0.008621492,-0.009084501,0.08513603
29-12-1987,-0.00854738,-0.00798564,-0.008312406,-0.007787157,-0.008326612,-0.30345166
30-12-1987,-0.007658194,-0.007322467,-0.007301454,-0.007230917,-0.007821333,-0.17392243
31-12-1987,-0.007658194,-0.007654029,-0.00758226,-0.007842776,-0.008377157,-0.307376788
04-01-1988,-0.007547052,-0.006880334,-0.007413777,-0.006619059,-0.007265509,0.438397566
05-01-1988,-0.006102106,-0.00621721,-0.006515148,-0.006674678,-0.007316054,0.363820131
06-01-1988,-0.006546674,-0.006769814,-0.006739792,-0.00706406,-0.007669755,0.222515517
07-01-1988,-0.007213576,-0.006880334,-0.007301454,-0.006730346,-0.0073666,0.026259108
08-01-1988,-0.006769008,-0.006659293,-0.008649373,-0.00873273,-0.009185534,0.983990383
11-01-1988,-0.008769664,-0.007764599,-0.00853705,-0.0076203,-0.008175034,0.697456026
12-01-1988,-0.00743586,-0.007432987,-0.00853705,-0.007842776,-0.008377157,0.685680642
13-01-1988,-0.007880478,-0.007543508,-0.007919227,-0.007731538,-0.008276125,0.022333979
14-01-1988,-0.007547052,-0.007709289,-0.007526099,-0.007731538,-0.008276125,-0.256350121
15-01-1988,-0.007213576,-0.006769814,-0.007301454,-0.007453393,-0.008023456,0.485499105
18-01-1988,-0.00743586,-0.007654029,-0.007526099,-0.007509062,-0.008074002,-0.279900891
19-01-1988,-0.007769336,-0.007543508,-0.007806905,-0.007509062,-0.008074002,0.242141157
20-01-1988,-0.00743586,-0.007654029,-0.009211035,-0.008843968,-0.009286624,1.666962687
21-01-1988,-0.00854738,-0.008648814,-0.008705534,-0.008677111,-0.009135047,1.011466281
22-01-1988,-0.00854738,-0.008648814,-0.009211035,-0.009066494,-0.009488748,0.842685769
25-01-1988,-0.008991948,-0.008317203,-0.008649373,-0.008343397,-0.008831891,-0.016917302
26-01-1988,-0.008436238,-0.008538293,-0.008761745,-0.008843968,-0.009286624,-0.21709884
27-01-1988,-0.008658522,-0.008759335,-0.00898639,-0.008843968,-0.009286624,0.187189363
28-01-1988,-0.008769664,-0.008317203,-0.00853705,-0.00817649,-0.008680255,0.096911415
29-01-1988,-0.008102762,-0.008206682,-0.008312406,-0.008065252,-0.008579222,0.210740132
01-02-1988,-0.00799162,-0.00787512,-0.007806905,-0.007954014,-0.00847819,-0.020842431
02-02-1988,-0.008102762,-0.008151421,-0.008200083,-0.00817649,-0.008680255,-0.048318328
03-02-1988,-0.008325096,-0.008427723,-0.008761745,-0.008955206,-0.009387657,0.073360646
04-02-1988,-0.008991948,-0.008925116,-0.008874068,-0.008843968,-0.009286624,-0.020842431
05-02-1988,-0.008769664,-0.008814595,-0.009098712,-0.009344589,-0.009741358,-0.256350121
08-02-1988,-0.009436566,-0.009311988,-0.009435679,-0.00928897,-0.009690871,-0.005141918
09-02-1988,-0.009214282,-0.009035637,-0.00898639,-0.008843968,-0.009286624,-0.311301916
10-02-1988,-0.008880806,-0.008317203,-0.00853705,-0.008287778,-0.008781404,0.081210902
11-02-1988,-0.008325096,-0.008427723,-0.008312406,-0.008454635,-0.008932923,-0.201398327
12-02-1988,-0.008491809,-0.008317203,-0.008200083,-0.008287778,-0.008748681,-0.236724481
16-02-1988,-0.008325096,-0.008427723,-0.008424728,-0.00817649,-0.008647415,-0.177847558
17-02-1988,-0.008213904,-0.00787512,-0.007863066,-0.007898395,-0.008394279,0.179339107
18-02-1988,-0.008047191,-0.007764599,-0.007750744,-0.007954014,-0.008444883,-0.21709884
19-02-1988,-0.00799162,-0.008096161,-0.007750744,-0.007954014,-0.008444883,-0.401422859
22-02-1988,-0.008102762,-0.007377727,-0.007750744,-0.007286536,-0.007837403,-0.016917302
23-02-1988,-0.007324718,-0.007322467,-0.007413777,-0.007509062,-0.008039935,0.053735005
24-02-1988,-0.007547052,-0.007654029,-0.007526099,-0.007731538,-0.008242409,-0.209248583
25-02-1988,-0.007880478,-0.007654029,-0.007638421,-0.007954014,-0.008444883,-0.091494738
26-02-1988,-0.007880478,-0.00798564,-0.007863066,-0.007954014,-0.008444883,-0.430939823
29-02-1988,-0.00799162,-0.007543508,-0.007750744,-0.007397774,-0.00793861,-0.327002429
01-03-1988,-0.007324718,-0.007432987,-0.007301454,-0.007286536,-0.007837403,-0.118970635
02-03-1988,-0.007102434,-0.006769814,-0.006852115,-0.006619059,-0.007229864,0.304943208
03-03-1988,-0.006769008,-0.005885599,-0.006402825,-0.005840343,-0.006521118,0.940813973
04-03-1988,-0.006102106,-0.005885599,-0.005953486,-0.005673486,-0.006369248,0.014483723
07-03-1988,-0.00576863,-0.005554037,-0.005504146,-0.005673486,-0.006369248,0.006633467
08-03-1988,-0.00576863,-0.005885599,-0.005728841,-0.005951631,-0.006622384,-0.213173711
09-03-1988,-0.005990964,-0.005775078,-0.005616519,-0.005729105,-0.006419852,-0.248499865
10-03-1988,-0.005657488,-0.005775078,-0.006065808,-0.006396583,-0.007027332,-0.099344994
11-03-1988,-0.00632439,-0.006438252,-0.006402825,-0.006174107,-0.006824858,-0.166072173
14-03-1988,-0.006213248,-0.00610664,-0.005953486,-0.005951631,-0.006622384,-0.375634767
15-03-1988,-0.006102106,-0.00621721,-0.006290453,-0.006507821,-0.007128598,-0.083644482
16-03-1988,-0.006602245,-0.0061619,-0.006402825,-0.00600725,-0.006672988,-0.30345166
17-03-1988,-0.005990964,-0.00610664,-0.006290453,-0.006507821,-0.007128598,0.195039619
18-03-1988,-0.006546674,-0.006548772,-0.006515148,-0.006619059,-0.007229864,0.234290901
21-03-1988,-0.006824579,-0.006935595,-0.007076759,-0.007008441,-0.007584266,0.077285774
22-03-1988,-0.006991292,-0.006990905,-0.006964437,-0.006952822,-0.007533663,-0.301842357
23-03-1988,-0.006991292,-0.007211946,-0.00758226,-0.0076203,-0.008141143,0.014483723
24-03-1988,-0.00799162,-0.00787512,-0.008424728,-0.008343397,-0.008799285,0.403071413
25-03-1988,-0.008436238,-0.008427723,-0.008424728,-0.008677111,-0.009103025,-0.26027525
28-03-1988,-0.008769664,-0.008206682,-0.008649373,-0.008065252,-0.008546149,-0.115045507
29-03-1988,-0.008102762,-0.008096161,-0.008143922,-0.008287778,-0.008748681,0.030184236
30-03-1988,-0.008436238,-0.008427723,-0.00898639,-0.008955206,-0.009356161,0.583627309
31-03-1988,-0.008880806,-0.008759335,-0.008761745,-0.00873273,-0.009153687,0.04195962
04-04-1988,-0.008880806,-0.008759335,-0.009098712,-0.00928897,-0.009659959,-0.083644482
05-04-1988,-0.00910314,-0.009201418,-0.009098712,-0.009066494,-0.009457485,-0.201398327
06-04-1988,-0.008991948,-0.008206682,-0.008874068,-0.007954014,-0.008444883,-0.052243456
07-04-1988,-0.00799162,-0.00793038,-0.008087761,-0.008399016,-0.008849947,-0.146446532
08-04-1988,-0.008436238,-0.008206682,-0.00853705,-0.008287778,-0.008748681,-0.009067046
11-04-1988,-0.00799162,-0.008096161,-0.007975439,-0.008065252,-0.008546149,-0.197473199
12-04-1988,-0.00799162,-0.00798564,-0.007863066,-0.007954014,-0.008444883,-0.111120379
13-04-1988,-0.00799162,-0.008096161,-0.007975439,-0.00817649,-0.008647415,-0.21709884
14-04-1988,-0.00854738,-0.008317203,-0.008874068,-0.008955206,-0.009356161,-0.060093712
15-04-1988,-0.008880806,-0.008980376,-0.009098712,-0.008955206,-0.009356161,0.096911415
18-04-1988,-0.008880806,-0.008648814,-0.008761745,-0.00873273,-0.009153687,-0.122895763
19-04-1988,-0.008714093,-0.008317203,-0.008368567,-0.008621492,-0.009052421,0.024610554
20-04-1988,-0.008658522,-0.008759335,-0.008761745,-0.008843968,-0.009254953,0.034109364
21-04-1988,-0.008602951,-0.008759335,-0.008874068,-0.008955206,-0.009356161,-0.095419866
22-04-1988,-0.008880806,-0.008869856,-0.008649373,-0.008677111,-0.009103025,-0.342271177
25-04-1988,-0.008658522,-0.008538293,-0.008424728,-0.008343397,-0.008799285,-0.193548071
26-04-1988,-0.008325096,-0.008206682,-0.008087761,-0.008065252,-0.008546149,-0.103270122
27-04-1988,-0.00799162,-0.008096161,-0.007750744,-0.007954014,-0.008444883,-0.275975762
28-04-1988,-0.00799162,-0.008096161,-0.007863066,-0.008120871,-0.008596752,-0.371984398
29-04-1988,-0.008213904,-0.008317203,-0.008200083,-0.008287778,-0.008748681,-0.404131197
02-05-1988,-0.008436238,-0.008427723,-0.008200083,-0.008287778,-0.008748681,-0.43145009
03-05-1988,-0.008325096,-0.00798564,-0.008087761,-0.007954014,-0.008444883,-0.283826019
04-05-1988,-0.007936049,-0.007598768,-0.007638421,-0.007842776,-0.008343675,0.065510389
05-05-1988,-0.007880478,-0.00798564,-0.007750744,-0.007954014,-0.008444883,-0.472585433
06-05-1988,-0.008047191,-0.008206682,-0.007863066,-0.00817649,-0.008647415,-0.344390747
09-05-1988,-0.008213904,-0.008427723,-0.008200083,-0.008399016,-0.008849947,-0.451860756
10-05-1988,-0.00854738,-0.008538293,-0.008312406,-0.008343397,-0.008799285,-0.383406521
11-05-1988,-0.008658522,-0.008648814,-0.008649373,-0.008955206,-0.009356161,-0.107195251
12-05-1988,-0.008991948,-0.008869856,-0.008649373,-0.008843968,-0.009254953,-0.4287025
13-05-1988,-0.008658522,-0.008759335,-0.008424728,-0.008510254,-0.008951213,-0.469288325
16-05-1988,-0.00854738,-0.008372463,-0.008424728,-0.00817649,-0.008614341,-0.457512941
17-05-1988,-0.008102762,-0.008096161,-0.008312406,-0.008510254,-0.008918724,-0.040468072
18-05-1988,-0.00854738,-0.008648814,-0.008649373,-0.008843968,-0.009223048,-0.107195251
19-05-1988,-0.008991948,-0.009090897,-0.009098712,-0.009177732,-0.009527431,0.155788337
20-05-1988,-0.00910314,-0.009201418,-0.00898639,-0.00928897,-0.009628872,-0.433059392
23-05-1988,-0.009436566,-0.009477769,-0.009604213,-0.009622683,-0.009933255,-0.075794225
24-05-1988,-0.00965885,-0.009422509,-0.009435679,-0.009233351,-0.00957821,-0.221023968
25-05-1988,-0.009214282,-0.009090897,-0.009098712,-0.009400207,-0.009730372,-0.244574737
26-05-1988,-0.009436566,-0.009201418,-0.009098712,-0.009010825,-0.009375269,-0.418889679
27-05-1988,-0.00910314,-0.008980376,-0.008874068,-0.008843968,-0.009223048,-0.425287638
31-05-1988,-0.008769664,-0.008317203,-0.00853705,-0.008065252,-0.0085129,-0.287751147
01-06-1988,-0.008102762,-0.00787512,-0.007863066,-0.0076203,-0.008107134,0.08513603
02-06-1988,-0.007880478,-0.00787512,-0.007750744,-0.007954014,-0.008411458,-0.252424993
03-06-1988,-0.00799162,-0.007543508,-0.007638421,-0.007397774,-0.007904193,-0.103270122
06-06-1988,-0.007547052,-0.007211946,-0.007189132,-0.006952822,-0.007498368,-0.142521404
07-06-1988,-0.007102434,-0.006659293,-0.006852115,-0.006952822,-0.007498368,0.371670387
08-06-1988,-0.00688015,-0.006548772,-0.00662747,-0.006507821,-0.007092544,0.187189363
09-06-1988,-0.006546674,-0.006659293,-0.006964437,-0.007175298,-0.007701251,0.226440645
10-06-1988,-0.007213576,-0.006880334,-0.007076759,-0.006730346,-0.007295486,-0.099344994
13-06-1988,-0.006546674,-0.006659293,-0.006515148,-0.006507821,-0.007092544,-0.197473199
14-06-1988,-0.006435532,-0.006327731,-0.00617813,-0.006396583,-0.006991103,0.30529647
15-06-1988,-0.006435532,-0.006438252,-0.00617813,-0.006174107,-0.00678822,-0.291676275
16-06-1988,-0.006546674,-0.006659293,-0.006515148,-0.006730346,-0.007295486,-0.343213208
17-06-1988,-0.006657816,-0.006880334,-0.006515148,-0.006619059,-0.007193986,-0.38521208
20-06-1988,-0.006824579,-0.006880334,-0.00662747,-0.006897203,-0.007447648,-0.444049751
21-06-1988,-0.006991292,-0.006769814,-0.006683631,-0.00656344,-0.007143265,-0.286377352
22-06-1988,-0.00632439,-0.006382991,-0.00617813,-0.006229726,-0.006838941,-0.034148615
23-06-1988,-0.006213248,-0.006438252,-0.00617813,-0.006507821,-0.007092544,-0.469327576
24-06-1988,-0.006546674,-0.006548772,-0.006402825,-0.006507821,-0.007092544,-0.457669946
27-06-1988,-0.006769008,-0.006604033,-0.006402825,-0.006730346,-0.007295486,-0.426465177
28-06-1988,-0.006657816,-0.00621721,-0.006402825,-0.005951631,-0.006585337,-0.149782891
29-06-1988,-0.006102106,-0.005996119,-0.005841164,-0.005895962,-0.006534558,-0.216784829
30-06-1988,-0.005990964,-0.005996119,-0.005728841,-0.005951631,-0.006585337,-0.317582121
01-07-1988,-0.005879772,-0.005940859,-0.005616519,-0.005840343,-0.006483837,-0.388195177
05-07-1988,-0.005879772,-0.005775078,-0.00567268,-0.005506629,-0.006179513,-0.353457793
06-07-1988,-0.005601917,-0.005664557,-0.00567268,-0.005840343,-0.006483837,-0.17086083
07-07-1988,-0.005879772,-0.00610664,-0.006065808,-0.006118488,-0.006737499,-0.349414911
08-07-1988,-0.00632439,-0.006327731,-0.00617813,-0.006396583,-0.006991103,-0.350160685
11-07-1988,-0.00632439,-0.006548772,-0.006234292,-0.006452202,-0.007041824,-0.46147732
12-07-1988,-0.006546674,-0.006659293,-0.006402825,-0.006619059,-0.007193986,-0.365900449
13-07-1988,-0.006657816,-0.006769814,-0.006515148,-0.006619059,-0.007193986,-0.315894316
14-07-1988,-0.006657816,-0.006659293,-0.006402825,-0.006507821,-0.007092544,-0.499394058
15-07-1988,-0.006546674,-0.006548772,-0.006290453,-0.006507821,-0.007092544,-0.428545495
18-07-1988,-0.006379961,-0.006327731,-0.006065808,-0.006285345,-0.006889661,-0.321742757
19-07-1988,-0.006546674,-0.006548772,-0.006683631,-0.006619059,-0.007193986,-0.290891249
20-07-1988,-0.006657816,-0.006769814,-0.00662747,-0.006841584,-0.007396927,-0.298663003
21-07-1988,-0.007102434,-0.007211946,-0.007189132,-0.007397774,-0.007904193,-0.197237691
22-07-1988,-0.00743586,-0.007543508,-0.007301454,-0.0076203,-0.008107134,-0.355577362
25-07-1988,-0.007547052,-0.007543508,-0.007413777,-0.007509062,-0.008005693,-0.348394377
26-07-1988,-0.007547052,-0.007543508,-0.007413777,-0.007509062,-0.008005693,-0.363702377
27-07-1988,-0.007547052,-0.007543508,-0.007301454,-0.007509062,-0.008005693,-0.311144911
28-07-1988,-0.007658194,-0.007654029,-0.007413777,-0.007564681,-0.008056413,-0.39471089
29-07-1988,-0.007324718,-0.006990905,-0.007076759,-0.006785965,-0.007346206,-0.162461055
01-08-1988,-0.006769008,-0.006438252,-0.006515148,-0.006507821,-0.007092544,-0.418340161
02-08-1988,-0.006546674,-0.006548772,-0.006402825,-0.006674678,-0.007244706,-0.294463116
03-08-1988,-0.006657816,-0.006880334,-0.00662747,-0.006619059,-0.007193986,-0.331045311
04-08-1988,-0.006657816,-0.006659293,-0.006402825,-0.006674678,-0.007244706,-0.47800211
05-08-1988,-0.006769008,-0.006769814,-0.006515148,-0.006841584,-0.007396927,-0.53495572
08-08-1988,-0.006769008,-0.006880334,-0.00662747,-0.006952822,-0.007498368,-0.61459657
09-08-1988,-0.006991292,-0.007101425,-0.007076759,-0.007175298,-0.007701251,-0.123641538
10-08-1988,-0.007102434,-0.007322467,-0.007638421,-0.007898395,-0.008360738,-0.201516081
11-08-1988,-0.007769336,-0.007543508,-0.007526099,-0.007286536,-0.007802751,-0.347844859
12-08-1988,-0.00743586,-0.007654029,-0.007413777,-0.0076203,-0.008107134,-0.447974879
15-08-1988,-0.007769336,-0.00798564,-0.008200083,-0.00817649,-0.008582787,-0.135377671
16-08-1988,-0.008325096,-0.007543508,-0.008087761,-0.0076203,-0.008074586,-0.289321198
17-08-1988,-0.007658194,-0.007764599,-0.007638421,-0.007842776,-0.008277878,-0.302666634
18-08-1988,-0.007880478,-0.007654029,-0.007638421,-0.0076203,-0.008074586,-0.45994652
19-08-1988,-0.007658194,-0.007764599,-0.008200083,-0.008399016,-0.008786137,0.077285774
22-08-1988,-0.008658522,-0.008648814,-0.008649373,-0.008843968,-0.009192662,-0.123052768
23-08-1988,-0.008880806,-0.008869856,-0.008761745,-0.008955206,-0.009294279,-0.146250276
24-08-1988,-0.008880806,-0.008648814,-0.008649373,-0.008399016,-0.008786137,-0.279783137
25-08-1988,-0.008658522,-0.008759335,-0.008761745,-0.008677111,-0.009040208,-0.272050634
26-08-1988,-0.008769664,-0.008648814,-0.008424728,-0.008621492,-0.008989371,-0.578799401
29-08-1988,-0.008436238,-0.008538293,-0.008200083,-0.008343397,-0.0087353,-0.518941197
30-08-1988,-0.008436238,-0.008538293,-0.008424728,-0.008343397,-0.0087353,-0.542295709
31-08-1988,-0.008325096,-0.008482984,-0.008649373,-0.008788349,-0.009141825,0.113475456
01-09-1988,-0.008880806,-0.009090897,-0.009098712,-0.009233351,-0.009548467,0.145190491
02-09-1988,-0.008991948,-0.008980376,-0.008874068,-0.008843968,-0.009192662,-0.066609425
06-09-1988,-0.008769664,-0.008980376,-0.00898639,-0.009233351,-0.009548467,-0.216784829
07-09-1988,-0.009214282,-0.009201418,-0.009435679,-0.009511445,-0.009802538,-0.091808748
08-09-1988,-0.009547708,-0.009201418,-0.009435679,-0.00928897,-0.009599246,0.006829723
09-09-1988,-0.009325424,-0.008538293,-0.009435679,-0.008510254,-0.008887754,0.102916861
12-09-1988,-0.008325096,-0.008206682,-0.008368567,-0.008287778,-0.008684462,-0.200731055
13-09-1988,-0.008658522,-0.008427723,-0.008424728,-0.008287778,-0.008684462,-0.300076049
14-09-1988,-0.00799162,-0.00793038,-0.007750744,-0.007842776,-0.008277878,0.116576307
15-09-1988,-0.007880478,-0.007764599,-0.007750744,-0.008009633,-0.008430332,-0.138596276
16-09-1988,-0.008102762,-0.007764599,-0.007806905,-0.007731538,-0.008176261,-0.285788583
19-09-1988,-0.007880478,-0.00798564,-0.007863066,-0.007954014,-0.008379495,-0.396634203
20-09-1988,-0.00799162,-0.00798564,-0.007806905,-0.008065252,-0.00848117,-0.359659495
21-09-1988,-0.00799162,-0.007654029,-0.007750744,-0.007509062,-0.007972969,-0.399381792
22-09-1988,-0.00743586,-0.007211946,-0.007189132,-0.006952822,-0.00746471,-0.209013076
23-09-1988,-0.007213576,-0.007101425,-0.006852115,-0.00706406,-0.007566386,-0.363859382
26-09-1988,-0.007102434,-0.007211946,-0.007301454,-0.007509062,-0.007972969,-0.414493536
27-09-1988,-0.007658194,-0.007432987,-0.007301454,-0.007230917,-0.00771884,-0.148330594
28-09-1988,-0.007213576,-0.007156686,-0.006964437,-0.007175298,-0.007668002,-0.422697054
29-09-1988,-0.007102434,-0.007101425,-0.006852115,-0.006952822,-0.00746471,-0.347766357
30-09-1988,-0.006991292,-0.007211946,-0.006964437,-0.007286536,-0.007769619,-0.393965115
03-10-1988,-0.00743586,-0.007543508,-0.007526099,-0.0076203,-0.008074586,-0.401383608
04-10-1988,-0.007769336,-0.007764599,-0.007919227,-0.008065252,-0.00848117,-0.538488335
05-10-1988,-0.008213904,-0.008206682,-0.008200083,-0.008343397,-0.0087353,-0.287751147
06-10-1988,-0.00854738,-0.008593554,-0.008761745,-0.008843968,-0.009192662,-0.131570297
07-10-1988,-0.009214282,-0.009090897,-0.009154873,-0.008843968,-0.009192662,0.884135123
10-10-1988,-0.008991948,-0.009090897,-0.009548052,-0.009400207,-0.009700921,0.446247823
11-10-1988,-0.009547708,-0.009201418,-0.009211035,-0.009177732,-0.00949763,-0.037681231
12-10-1988,-0.009436566,-0.009422509,-0.009323357,-0.00928897,-0.009599246,-0.253602532
13-10-1988,-0.009436566,-0.009090897,-0.009098712,-0.009177732,-0.00949763,-0.143149425
14-10-1988,-0.008991948,-0.009201418,-0.009267196,-0.00928897,-0.009599246,-0.16842725
17-10-1988,-0.009436566,-0.009422509,-0.009211035,-0.009400207,-0.009700921,-0.391178274
18-10-1988,-0.009214282,-0.009201418,-0.009211035,-0.009010825,-0.009345117,-0.219767927
19-10-1988,-0.008880806,-0.008648814,-0.008649373,-0.00873273,-0.009091046,0.252385742
20-10-1988,-0.008769664,-0.008261942,-0.008424728,-0.008065252,-0.00848117,-0.111591394
21-10-1988,-0.008213904,-0.008206682,-0.008087761,-0.008287778,-0.008684462,-0.286338101
24-10-1988,-0.008213904,-0.008427723,-0.008593211,-0.00873273,-0.009091046,-0.245830778
